title,filename,title.1,author,release year,genre,pos score,neg score,neu score,comp score,amt pos,amt neg
The Tenant of Wildfell Hall,969.txt,The Tenant of Wildfell Hall,Anne Bronte,"February 2, 2010  ",Epistolary novel,0.08674610389610399,0.06234897186147183,0.6606464826839806,0.04823463203463173,6061,4506
The Riddle of the Sands,2360-8.txt,The Riddle of the Sands,Erskine Childers,"October, 2000  ",Adventure novel,0.059120155352374824,0.04695468889068692,0.7189910186908277,0.022937761954850748,2613,2124
The Purple Land,7132.txt,The Purple Land,W. H. Hudson,"December, 2004 ",Adventure novel,0.08038459981786919,0.05979864413639576,0.7088529798644123,0.04025930385510477,2964,2204
Against the Current,41756.txt,Against the Current,Edward A. Steiner,"January 2, 2013 ",History of Ideas,0.07261511423550074,0.05559138840070296,0.68831265377856,0.02821493848857645,1477,1178
On the Track,1231.txt,On the Track,Henry Lawson,"March, 1998",Cryptozoology,0.05045764038348655,0.043200156525141836,0.6768387791038941,0.012597593425944038,947,746
The Patchwork Girl of Oz,955.txt,The Patchwork Girl of Oz,L. Frank Baum,"June, 1997",Children's literature,0.0682507378416528,0.04334659309636851,0.6186725266264581,0.047994918516617545,1784,1105
Philippa,43169.txt,Philippa,Mrs Molesworth,"July 9, 2013 ",Children's literature,0.07996247100990947,0.04778283786632928,0.6781783681214404,0.0633378663293269,2788,1604
The American Senator,5118-8.txt,The American Senator,Anthony Trollope,"May 4, 2002  ",Satirical,0.06379421776035135,0.04307341979404528,0.7060502391313654,0.03993623163427963,5754,3473
Sisters,42840-8.txt,Sisters,Grace May North,"May 29, 2013 ",Historical fantasy,0.08344461152882224,0.03825789473684205,0.6849409774436082,0.0911549373433583,2458,968
David Copperfield,766.txt,David Copperfield,Charles Dickens,"December, 1996  ",Novel,0.07677029723496323,0.04729847884112042,0.6812127031019205,0.0594443857057709,10198,6186
The Cavalier,9839-8.txt,The Cavalier,George Washington Cable,"February, 2006",Mystery fiction,0.06041161276991424,0.044824671970244714,0.6854439508213634,0.030497706374625483,2044,1457
International Law,41759-8.txt,International Law,George Grafton Wilson and George Fox Tucker,"January 2, 2013  ",Reference work,0.04798971415582199,0.04438716826731822,0.6520678524748518,0.0016438995283287565,2534,2100
Don Quixote,996.txt,Don Quixote,Miguel de Cervantes Saavedra,"July 27, 2004 ",Novel,0.08548331625384263,0.051679697068159065,0.7362917343597704,0.06580200204953852,13595,8502
The Quest,8496-8.txt,The Quest,P�o Baroja,"July, 2005",Fantasy,0.043718972587955984,0.042083962875027005,0.6580998273257049,0.0037180444636304814,1372,1235
Dr. Heidenhoff's Process,7052.txt,Dr. Heidenhoff's Process,Edward Bellamy,"March 2, 2003  ",Fantasy novel,0.08037246225923991,0.06322826652785002,0.6627485684539304,0.0309696251952108,1160,944
Dombey and Son,821.txt,Dombey and Son,Charles Dickens,"February, 1997 ",Novel,0.07680757177517142,0.05315153659522788,0.6776393803073197,0.049553116154467995,10413,7262
The Good Girl,45478.txt,The Good Girl,Anonymous,"April 24, 2014 ",Non-fiction,0.0678501683501684,0.02225084175084175,0.6321161616161616,0.07382525252525249,114,40
Fanshawe,7085.txt,Fanshawe,Nathaniel Hawthorne,"December, 2004",Romantic novel,0.08014645806171213,0.05161603650586692,0.7128715775749671,0.05478915688830965,1290,849
The Picture of Dorian Gray,174.txt,The Picture of Dorian Gray,Oscar Wilde,"June 9, 2008 ",Philosophical fiction,0.07977484559236367,0.0616738910724313,0.6716936552498589,0.034028759124087544,2495,1924
The Autobiography of Benjamin Franklin,148.txt,The Autobiography of Benjamin Franklin,Benjamin Franklin,"May 22, 2008 ",Autobiography,0.0824062312762135,0.03907130017974832,0.7808596464949066,0.07952058118633913,2001,950
The Art of Cookery,41352.txt,The Art of Cookery,John Mollard,"November 12, 2012 ",Cookbook,0.03316070571291403,0.014560009601536238,0.6434696351416247,0.034871279404704636,1045,481
The Chessmen of Mars,1153.txt,The Chessmen of Mars,Edgar Rice Burroughs,"January, 1998",Science fantasy,0.06264397960245588,0.05638734519721082,0.7113392652721396,0.012882745342907592,2344,2111
The Conquest,42925-8.txt,The Conquest,Eva Emery Dye,"June 12, 2013  ",Nonfiction,0.05075721090928133,0.04099968591320723,0.6568689211118623,0.019497921792388816,2997,2497
The Hollow Needle,4017.txt,The Hollow Needle,Maurice Leblanc,"May, 2003",Crime fiction,0.048499786507258835,0.04109180187873606,0.6360690649017923,0.013184575149444874,1515,1243
White Lies,2472.txt,White Lies,Charles Reade,"May 16, 2006 ",Biography,0.07200586490939039,0.06298813838550239,0.6105074794069172,0.021040467874794258,3594,3278
The Great God Pan,389.txt,The Great God Pan,Arthur Machen,"January, 1996",Horror fiction,0.058344268476621275,0.05006636500754146,0.7185128205128216,0.012582126696832596,555,483
Sisters,42840.txt,Sisters,Grace May North,"May 29, 2013 ",Historical fantasy,0.08344461152882224,0.03825789473684205,0.6849409774436082,0.0911549373433583,2458,968
Wanderers,7762-8.txt,Wanderers,Knut Hamsun,"March, 2005 ",Science fiction,0.05177068694717697,0.035490782838720224,0.6406058526907488,0.034099776804166385,2229,1517
A Journal of the Plague Year,376.txt,A Journal of the Plague Year,Daniel Defoe,"January 16, 2006 ",Historical novel,0.05557667031763421,0.076968127053669,0.7588001095290218,-0.04499418400876205,1967,2599
The River War,4943.txt,The River War,Winston S. Churchill,"January, 2004  ",Military history,0.06918587390263355,0.07442011173184346,0.7722750997605695,-0.011559106145251331,3327,3238
The Gilded Man,42699.txt,The Gilded Man,Clifford Smyth,"May 13, 2013 ",Detective fiction,0.07449417875694064,0.0520853483790077,0.6903645889306801,0.04162572093856352,2974,2099
Murat,2755-8.txt,Murat,"Alexandre Dumas, Pere","August 15, 2006 ",Historical fiction,0.049689497716894994,0.04302968036529679,0.6716671232876724,0.012357716894977177,379,312
Java Head,9865-8.txt,Java Head,Joseph Hergesheimer,"February, 2006",World War II,0.07231714011252917,0.06337560038424582,0.7108847262247833,0.0186633868533004,1894,1625
The Hour of the Dragon,42243-8.txt,The Hour of the Dragon,Robert E. Howard,"March 2, 2013 ",Sword and sorcery,0.0452463196939841,0.06615590587689799,0.6818066535296167,-0.031407801089602415,1420,2021
The Lost Continent,149.txt,The Lost Continent,Edgar Rice Burroughs,"June 19, 2008 ",Fantasy novel,0.060239261168384774,0.059021262886597835,0.6745519759450166,0.002971670962199313,1018,942
The Phantom of the Opera,175.txt,The Phantom of the Opera,Gaston Leroux,"June 9, 2008 ",Gothic novel,0.05737836338418869,0.05335487748497456,0.6498773000462292,0.010312778548312472,2105,1914
Sense and Sensibility,161.txt,Sense and Sensibility,Jane Austen,"May 25, 2008 ",Romance novel,0.09787849247773987,0.05248626036229642,0.686832284310714,0.08446015505065957,4586,2457
Memoirs of Sherlock Holmes,834.txt,Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,"March, 1997",Detective fiction,0.054798845514137495,0.04289316113883178,0.6851070345367374,0.02138125428040313,2119,1718
The Scarlet Pimpernel,60.txt,The Scarlet Pimpernel,Baroness Orczy,"March 7, 2006 ",Historical fiction,0.08044738349885379,0.05728389992360568,0.6409159663865542,0.047318057677616564,2806,2035
The Trail of the Lonesome Pine,5122.txt,The Trail of the Lonesome Pine,"John Fox, Jr.","February, 2004 ",Romance novel,0.05211617845876538,0.048975123929698015,0.6946739972960785,0.008623560162235177,2079,1997
The Forgotten Planet,41637.txt,The Forgotten Planet,Murray Leinster,"December 16, 2012 ",Science fiction,0.053821120689655215,0.06888885467980281,0.711651939655174,-0.02575460283251224,1218,1558
Agnes Grey,767.txt,Agnes Grey,Anne Bronte,"December 25, 2010  ",Victorian literature,0.09244518272425273,0.060650885935769665,0.6852209302325561,0.06228337486157245,2596,1614
The Blunderer,6563.txt,The Blunderer,Moliere,"September, 2004",Psychological Thriller,0.0745997879671348,0.0483660217333686,0.5592512589451367,0.04853199045852112,894,562
The Last of the Mohicans,940.txt,The Last of the Mohicans,James Fenimore Cooper,"February 5, 2006 ",Historical novel,0.0726354193058016,0.06546617684317174,0.7114056878641961,0.014995401570813303,4140,3882
The Law,44800-8.txt,The Law,Fr�d�ric Bastiat,"January 30, 2014 ",Novel,0.07875251299826677,0.04588041594454073,0.6930481802426348,0.050519133448873516,644,349
William the Conqueror,1066-0.txt,William the Conqueror,Edward Augustus Freeman,"March 20, 2013  ",Children's literature,0.07473305006465912,0.057331424348789926,0.7892353593201568,0.032271993349344164,1695,1246
The Prime Minister,2158-8.txt,The Prime Minister,Anthony Trollope,"August 15, 1999  ",Novel,0.06956738644824985,0.04465809835216395,0.7047078571659797,0.04553367218103509,8159,4941
The Interpreter,40660-8.txt,The Interpreter,G. J. Whyte-Melville,"September 04, 2012 ",Novel,0.0972443814798118,0.05931425075664884,0.7154234657737076,0.07495588898190457,5475,3369
Greenmantle,559.txt,Greenmantle,John Buchan,"June, 1996",Thriller (genre),0.06516938079909122,0.053664552168149936,0.7004250142018539,0.02178570346525278,2690,2105
Smoke,40813-8.txt,Smoke,Turgenev Ivan Sergeevich,"September 21, 2012 ",Short stories,0.07070229398949138,0.04822004357298466,0.6849997436883251,0.04141412277329249,1911,1332
Turner,40878.txt,Turner,William Cosmo Monkhouse,"September 27, 2012 ",Young adult novel,0.06759890432400696,0.032553316376443,0.7221948738016032,0.06718411269810219,1336,601
Sons and Lovers,217.txt,Sons and Lovers,David Herbert Lawrence,"January 16, 2006 ",Autobiographical novel,0.05397487995731802,0.0455788724879956,0.601585897207896,0.01694145029343766,4031,2821
Percy Bysshe Shelley,4555-8.txt,Percy Bysshe Shelley,John Addington Symonds,"October, 2003",Biography,0.1005476632360386,0.05798734604352961,0.7587955120634392,0.07553015016028355,2019,1151
The Town,42060.txt,The Town,Leigh Hunt,"February 10, 2013 ",Autobiographical novel,0.08320394676875399,0.045592698933552,0.7625086591924158,0.06773565764287598,6294,3246
What Katy Did,8994.txt,What Katy Did,Susan Coolidge,"September, 2005",Children's literature,0.07724665896716733,0.04795330803497768,0.6580052796568238,0.05487518561293506,1545,887
Interrupted,45537-8.txt,Interrupted,Pansy,"April 30, 2014 ",Memoir,0.08015438438099526,0.044363954406951775,0.6808082609186318,0.06913504119173906,2626,1285
The Pioneers,2275.txt,The Pioneers,James Fenimore Cooper,"August, 2000 ",Biography,0.07125394278125181,0.04927032261634663,0.7240877095899481,0.04335898954125382,4517,3383
Juggernaut,39922-8.txt,Juggernaut,George Cary Eggleston,"June 5, 2012 ",Thriller (genre),0.07638005911778094,0.04423942701227816,0.6282457935425184,0.05888715325147801,2393,1353
A Prefect's Uncle,6985.txt,A Prefect's Uncle,P. G. Wodehouse,"November, 2004",Comedy novel,0.06096119929453263,0.0338719576719577,0.6619582010582024,0.04687336860670198,1227,633
Confessions of a Thug,44881-8.txt,Confessions of a Thug,Philip Meadows Taylor,"February 12, 2014 ",Novel,0.07214128392256243,0.057743827295371565,0.7055392212559489,0.026479172311322827,6237,5098
Laws,1750.txt,Laws,Plato,"May, 1999",Self-help,0.09640623488545838,0.05761922349733944,0.738647451963234,0.061489007606734994,7676,4770
The Confession,1963.txt,The Confession,Mary Roberts Rinehart,"November, 1999",Mystery novel,0.05001039103089957,0.06054662291495761,0.6687705769756634,-0.015105277549904341,655,635
The Mutineers,9657-8.txt,The Mutineers,Charles Boardman Hawes,January 2006,Historical fiction,0.054304656217824016,0.05149513785608041,0.6572720512527178,0.010334858711817788,1874,1674
Essays,575.txt,Essays,Francis Bacon,"June, 1996  ",Non-fiction,0.10744306081934683,0.05557227937195451,0.7169700415087541,0.09714556939180677,1864,863
The Swiss Family Robinson,41659-8.txt,The Swiss Family Robinson,Johann David Wyss,"December 19, 2012 ",Adventure fiction,0.08289819738932237,0.04395379515159882,0.6808009531044932,0.07035681331583693,4476,2316
The Man from Snowy River,213.txt,The Man from Snowy River,Andrew Barton 'Banjo' Paterson,"February, 1995",Bush poetry,0.058804614275414474,0.0461571737563086,0.6720161018985814,0.020184811343426985,622,498
The Conquest,42925.txt,The Conquest,Eva Emery Dye,"June 12, 2013  ",Nonfiction,0.05075721090928133,0.04099968591320723,0.6568689211118623,0.019497921792388816,2997,2497
Tintoretto,42528.txt,Tintoretto,Samuel Levy Bensusan,"April 14, 2013 ",Detective fiction,0.08363233082706772,0.03296766917293235,0.7187338345864676,0.09835022556390964,411,161
The Constant Prince,43150.txt,The Constant Prince,Christobel Coleridge,"July 13, 2013 ",Novel,0.08564053279379531,0.06196914516944866,0.6530998145338056,0.04239841510706474,1838,1327
The Sea Fairies,4358.txt,The Sea Fairies,L. Frank Baum,"August, 2003",Children's literature,0.07373386537126987,0.044809507286606494,0.6406511103400413,0.050584021512838334,1491,882
The Wrong Box,1585.txt,The Wrong Box,Robert Louis Stevenson and Lloyd Osbourne,"February 25, 2006 ",Black comedy,0.06381741613133482,0.0530750892219844,0.6733974304068521,0.018494275517487425,1501,1280
Frankenstein,41445-8.txt,Frankenstein,Mary Shelley,"December 10, 2012 ",Horror fiction,0.09738734971249344,0.08172647673810769,0.6776610036591743,0.027571589127025804,2562,1988
Back Home,44223-8.txt,Back Home,Irvin S. Cobb,"November 18, 2013 ",Historical novel,0.05293429158110885,0.04322598676705442,0.7578239790098096,0.01757586128222675,1854,1512
A Thief in the Night,2098.txt,A Thief in the Night,E. W. Hornung,"March, 2000",Crime fiction,0.061986015941826414,0.04824556006152976,0.6959510557963918,0.02789275625786604,1770,1318
When the World Shook,1368.txt,When the World Shook,H. Rider Haggard,"June, 1998",Lost World (genre),0.06778163696768348,0.049049154334038066,0.6864009362730292,0.03455372999093935,3301,2330
The Gods of Mars,64.txt,The Gods of Mars,Edgar Rice Burroughs,"June 17, 2008 ",Planetary romance,0.058787258130918035,0.06321469740633999,0.6654620214079855,-0.0067662000823384685,2201,2317
Chronicles of Avonlea,1354.txt,Chronicles of Avonlea,Lucy Maud Montgomery,"June, 1998",Short stories,0.07258400316247213,0.05154895243115025,0.6759745684543425,0.04003806825668745,1978,1374
The House of the Wolfings,2885.txt,The House of the Wolfings,William Morris,"May 4, 2005  ",Fantasy novel,0.05786634009797058,0.04800758105901557,0.7476380919057625,0.023785980872405,1817,1647
The Red Badge of Courage,463-8.txt,The Red Badge of Courage,Stephen Crane,"March, 1996",War novel,0.06203647577092512,0.07373814977973574,0.6610496916299561,-0.01852687224669607,1260,1387
Memory,41478-8.txt,Memory,William Walker Atkinson,"November 25, 2012  ",Science fiction,0.07609615867436592,0.022492844589505376,0.7778857644991226,0.09315651518955544,1240,367
The Blunderer,6563-8.txt,The Blunderer,Moliere,"September, 2004",Psychological Thriller,0.0745997879671348,0.0483660217333686,0.5592512589451367,0.04853199045852112,894,562
The Recruit,1426.txt,The Recruit,Honore de Balzac,"August, 1998  ",Thriller fiction,0.07486653581943083,0.04846319921491663,0.6735309126594708,0.050139057899901834,252,166
Invention,43965.txt,Invention,Bradley A. Fiske,"October 17, 2013 ",Novel,0.07341702967041983,0.03381153940987913,0.7353788937289366,0.07016755157392973,3226,1357
The Island of Doctor Moreau,159.txt,The Island of Doctor Moreau,H. G. Wells,"October 14, 2004 ",Science fiction,0.0444308211473565,0.06146700412448437,0.7178730783652042,-0.029106467941507324,837,1064
The Ruins,1397.txt,The Ruins,C. F. [Constantin Francois de] Volney,"May 3, 2006 ",Science fiction,0.07702423023093062,0.05263059832050376,0.7107051259622077,0.041291847445766326,2740,1874
The Hound of the Baskervilles,2852.txt,The Hound of the Baskervilles,A. Conan Doyle,"October, 2001",Detective fiction,0.05445175134985464,0.04918565692925373,0.6688947805620933,0.010310065069915495,1527,1435
Yesterdays,4006.txt,Yesterdays,Ella Wheeler Wilcox,"December 30, 2007  ",Science fiction fandom,0.100151799687011,0.07092175273865411,0.5572959982114905,0.04364160518667566,937,676
Babbitt,1156.txt,Babbitt,Sinclair Lewis,"February 11, 2006 ",Satire,0.076100185274137,0.042513209359774935,0.6734673025458009,0.06209118232347454,3973,2028
Spiders,44496-8.txt,Spiders,Cecil Warburton,"December 24, 2013 ",Detective fiction,0.05003665300217015,0.029775259223535105,0.7325825898239695,0.036071859175307384,808,470
The Man Who Would Be King,8147-8.txt,The Man Who Would Be King,Rudyard Kipling,"May, 2005",Adventure novel,0.05601489244346386,0.044198014340871526,0.7392824048538346,0.01957942636514066,384,285
L'Assommoir,8600.txt,L'Assommoir,Emile Zola,"April 27, 2006 ",Novel,0.06386711004372174,0.05813153519305358,0.7266383397992441,0.013108713590738456,3901,3553
Typhoon,1142.txt,Typhoon,Joseph Conrad,"January 9, 2006 ",Young adult novel,0.053517390132111056,0.05930412510110542,0.7084197897007292,-0.007919088703154522,754,764
Glasses,1195.txt,Glasses,Henry James,"February 6, 2005  ",Children's books,0.07870558836892316,0.04866833257610173,0.7217850976828719,0.05977210358927752,690,411
The Sea,42845.txt,The Sea,Jules Michelet,"May 30, 2013 ",Novel,0.0912448894884299,0.0649168828473592,0.7098739234201504,0.047834253398360435,3026,2074
Sisters,4947.txt,Sisters,Kathleen Norris,"January, 2004",Historical fantasy,0.07669661306261806,0.04861306261791391,0.6604239511274788,0.056643383343813976,2870,1727
Rilla of Ingleside,3796.txt,Rilla of Ingleside,Lucy Maud Montgomery,"February, 2003",Canadian literature,0.07071393188854481,0.06285059708093754,0.6909402034497986,0.01818375055285281,2900,2536
Prince Otto,372.txt,Prince Otto,Robert Louis Stevenson,"September 3, 2010  ",Novel,0.07925433764803101,0.05694698430184519,0.6580735334618574,0.04682163315890925,1896,1351
The Quest,43527-0.txt,The Quest,Justus Miles Forman,"August 21, 2013 ",Fantasy,0.0696466242038215,0.056018259023354576,0.6727239065817391,0.02626197027600856,2889,2455
The Cossacks,4761.txt,The Cossacks,Leo Tolstoy,"January 18, 2009 ",Fiction,0.0620992879746836,0.04092273206751045,0.6779633438818549,0.037796070675105486,1505,1073
A Thief in the Night,2098-8.txt,A Thief in the Night,E. W. Hornung,"March, 2000",Crime fiction,0.061986015941826414,0.04824556006152976,0.6959510557963918,0.02789275625786604,1770,1318
Quo Vadis,2853.txt,Quo Vadis,Henryk Sienkiewicz,"October, 2001",Historical novel,0.07293008865092583,0.06007272009128404,0.6830723251119047,0.0240288378829104,5872,4805
New Arabian Nights,839-0.txt,New Arabian Nights,Robert Louis Stevenson,"December 23, 2014  ",Short stories,0.06905856566719265,0.05442802034017166,0.6822325092056791,0.02536036296685961,2911,2241
Reincarnation,7377-8.txt,Reincarnation,Swami Abhedananda,"January, 2005",Fantasy novel,0.07591115879828321,0.04701072961373392,0.7860888412017186,0.042247854077253136,676,371
Emma,158.txt,Emma,Jane Austen,"August, 1994  ",Novel of manners,0.1027056878306876,0.050307840307840315,0.6883790885040857,0.1035079124579122,6301,2888
The Law and the Lady,1622-8.txt,The Law and the Lady,Wilkie Collins,"February, 1999",Mystery fiction,0.07249679446082813,0.06156859853827399,0.6700769329401162,0.021224971150147463,4251,3714
Yonder,42536-8.txt,Yonder,Emily Hilda Young,"April 14, 2013 ",Fantasy,0.07116496612521404,0.04958599298016475,0.6182090441596573,0.04076498245041221,2977,2032
The Monastery,6406.txt,The Monastery,Sir Walter Scott,"September, 2004 ",Historical novel,0.08093526185611312,0.05388369717173889,0.7205966770620468,0.05056756102806717,5544,3734
The Treasure,4211.txt,The Treasure,Kathleen Norris,"July, 2003",Adventure novel,0.0762649082568806,0.03878010321100917,0.6756659977064221,0.06955183486238545,834,416
I Will Repay,5090.txt,I Will Repay,Baroness Emmuska Orczy,"February, 2004",Adventure novel,0.073305265599629,0.0668445836232892,0.6073569937369495,0.016083959638135015,1909,1708
A Dog of Flanders,7766-8.txt,A Dog of Flanders,"Louisa de la Ram�, AKA �uida","March, 2005  ",Tragedy,0.07840168539325848,0.05539719101123597,0.7049674157303384,0.0446662921348314,509,371
Woodstock,43810.txt,Woodstock,Clarence Winthrop Bowen,"September 24, 2013 ",Crime fiction,0.04507667436489606,0.025037875288683616,0.7054069284064677,0.03592928406466507,338,156
Dust,945.txt,Dust,Mr. and Mrs. Haldeman-Julius,"June, 1997",Fantasy,0.08121344249809606,0.055513899466869764,0.7157126808834731,0.0506866717440975,1598,1087
Stoneheart,44399.txt,Stoneheart,Gustave Aimard,"December 9, 2013  ",Children's literature,0.06495527156549531,0.05750308078502975,0.6106550661798249,0.01454343906891823,1907,1718
The King in Yellow,8492-8.txt,The King in Yellow,Robert W. Chambers,"July, 2005",Decadent movement,0.05440489100365175,0.04733506694699565,0.6552574969569536,0.014850326435764031,1605,1477
The Spy,9845-8.txt,The Spy,James Fenimore Cooper,"February, 2006",Spy novel,0.07526975763962047,0.060559126565975674,0.6826945907973256,0.028488092729188706,4573,3717
Chitra,2502.txt,Chitra,Rabindranath Tagore,"February, 2001",Hindi,0.07167639429312582,0.03571271076523997,0.5651173800259409,0.06358106355382613,333,188
Redgauntlet,2516.txt,Redgauntlet,Sir Walter Scott,"February, 2000",Historical novel,0.07760987928683237,0.05437643315318952,0.7225006313450122,0.04691016718016038,5624,3836
The Good Soldier,2775-8.txt,The Good Soldier,Ford Madox Ford,"August, 2001",Black comedy,0.08072057811424647,0.056058086717136885,0.7529701307639372,0.04498666207845855,2255,1436
Siddhartha,2500.txt,Siddhartha,Herman Hesse,"April 6, 2008 ",Fiction,0.08778263888888906,0.055303009259259225,0.7025155092592598,0.06260976851851849,1250,800
The Duke's Children,3622.txt,The Duke's Children,Anthony Trollope,"January, 2003    ",Family saga,0.0698254557731257,0.03976048465751362,0.6695423887763494,0.0562317203091,6861,3458
Swan Song,1753.txt,Swan Song,Anton Checkov,"February 21, 2006 ",Apocalyptic and post-apocalyptic fiction,0.07446123260437376,0.05001590457256467,0.6737355864811134,0.04295606361829025,234,150
Human Nature,3150.txt,Human Nature,Joseph Butler,"May 1, 2007  ",Philosophy,0.1315384615384616,0.051015384615384664,0.7287754273504268,0.14847963675213685,2179,881
The Wheel of Fortune,41954-8.txt,The Wheel of Fortune,Mahatma Gandhi,"January 31, 2013 ",Historical fiction,0.06704169298799732,0.045047062539482007,0.7085044219835758,0.040510739102968985,856,525
The Prince and Betty,6955.txt,The Prince and Betty,P. G. Wodehouse,"November, 2004",Comic novel,0.056721679064824726,0.036963655685440966,0.6362809776833149,0.03650800212539846,1769,1116
The Mutineers,9657.txt,The Mutineers,Charles Boardman Hawes,January 2006,Historical fiction,0.054304656217824016,0.05149376501544433,0.657273424093354,0.010334858711817788,1874,1674
Dorothy,40300.txt,Dorothy,Evelyn Raymond,"July 22, 2012 ",Fantasy novel,0.07469785421268546,0.05085279267907858,0.6784891132849492,0.04766762385610604,1699,1169
To the Last Man,2070.txt,To the Last Man,Zane Grey,"February, 2000",War novel,0.05833900942964405,0.06589535841801689,0.6836020324086769,-0.010418429003021234,2205,2536
The People of the Black Circle,42259.txt,The People of the Black Circle,Robert E. Howard,"March 4, 2013 ",Sword and sorcery,0.04645473628968772,0.0672432432432432,0.6847803726056161,-0.033097848333770594,676,893
Catriona,589-0.txt,Catriona,Robert Louis Stevenson,"November 11, 2012  ",Adventure novel,0.06861356437488372,0.04897307620644669,0.6823937954164327,0.041155356810136136,2912,1947
The Best Man,45528-8.txt,The Best Man,Harold MacGrath,"April 29, 2014  ",Crime novel,0.07909395348837213,0.04475534883720925,0.6240604651162774,0.05989325581395361,1108,632
The Red Badge of Courage,73.txt,The Red Badge of Courage,Stephen Crane,"July 1, 2008 ",War novel,0.061743202946851476,0.07280477109279075,0.6568873881775128,-0.017805297316260356,1261,1381
The Theory of the Leisure Class,833.txt,The Theory of the Leisure Class,Thorstein Veblen,"March, 1997",Economics,0.08614881010199106,0.03360388538125297,0.8242960660514761,0.09784889752306952,3424,1408
Irish Fairy Tales,2892.txt,Irish Fairy Tales,James Stephens,"November, 2001",Folklore,0.05409803921568625,0.04301536521041164,0.6227581699346396,0.023829709895654232,1754,1348
Bureaucracy,1343.txt,Bureaucracy,Honore de Balzac,"June, 1998  ",Non-fiction,0.07709863259358893,0.03991817978031824,0.7139631248598959,0.06618472315624284,2449,1312
Belinda,6992-8.txt,Belinda,A. A. Milne,"November, 2004",Novel,0.06683517669274328,0.024134610196924745,0.5845074183976262,0.06470593471810104,532,212
The Practice of the Presence of God,5657.txt,The Practice of the Presence of God,Brother Lawrence,"May, 2004",Christian literature,0.12932484514796952,0.04684721266345493,0.651086717136958,0.1538597384721267,578,288
The Haunted Bookshop,172.txt,The Haunted Bookshop,Christopher Morley,"May 24, 2008 ",Thriller (genre),0.06596325107296158,0.04381478004291844,0.6859569474248919,0.042751515557939886,1803,1105
A Tale of Two Cities,98.txt,A Tale of Two Cities,Charles Dickens,"January, 1994 ",Historical novel,0.06006261906225024,0.05347182449456142,0.6640097707859606,0.015175923308547987,3425,3000
Franklin,40704.txt,Franklin,John Bigelow,"September 7, 2012 ",Temperance movement,0.07344530154277698,0.03653716690042078,0.7708022440392719,0.0687902524544178,383,189
Beggars,45640.txt,Beggars,W. H. (William Henry) Davies,"May 13, 2014  ",Detective fiction,0.07400096000000013,0.05459631999999999,0.7402044799999992,0.03675208000000012,1796,1313
The Discovery of the Future,44867-8.txt,The Discovery of the Future,H. G. (Herbert George) Wells,"February 10, 2014  ",Philosophical literature,0.07419008875739645,0.03830843195266274,0.7351323964497047,0.06370976331360942,405,186
"Winesburg, Ohio",416.txt,"Winesburg, Ohio",Sherwood Anderson,"May 14, 2005 ",Short story cycle,0.060604825198257675,0.05661923377638783,0.7794597341673148,0.009818451915558985,1619,1549
The Mad King,364.txt,The Mad King,Edgar Rice Burroughs,"June 14, 2004 ",Ruritanian romance,0.052055947098233836,0.05268937614199934,0.6845182284869028,0.0005648046637083536,2232,2187
The Jewel of Seven Stars,3781.txt,The Jewel of Seven Stars,Bram Stoker,"February, 2003",Horror novel,0.07198713791612629,0.04907198443579767,0.725679204496322,0.04883345222654563,2391,1641
The Land of Little Rain,365.txt,The Land of Little Rain,Mary Austin,"July 6, 2008 ",Nature writing,0.057125514968415086,0.04627986816808567,0.7867349629222736,0.022478028014281747,826,676
After Dark,1626.txt,After Dark,Wilkie Collins,"February, 1999",Novel,0.07149018792039387,0.05496137577144435,0.7123956729769035,0.034264288190832916,3937,2967
Beautiful Stories from Shakespeare,1430.txt,Beautiful Stories from Shakespeare,E. Nesbit,"August, 1998",Children's literature,0.07147149979787093,0.05509405740466255,0.5814255491173697,0.02947098773750169,1596,1239
Castle Rackrent,1424.txt,Castle Rackrent,Maria Edgeworth,"February 18, 2006 ",Historical novel,0.08149743808710512,0.044477583262169086,0.7322664389410769,0.07565871050384293,1409,796
The Wizard,2893.txt,The Wizard,H. Rider Haggard,"April 3, 2006 ",Fantasy novel,0.061379428401309874,0.06050640071449829,0.6838624590652002,-0.0007207651086633246,1428,1420
The American Senator,5118.txt,The American Senator,Anthony Trollope,"May 4, 2002  ",Satirical,0.06379120168899971,0.043074023008315615,0.7060526519884467,0.03993623163427963,5754,3472
Robin Hood,832.txt,Robin Hood,J. Walker McSpadden,"January 21, 2006 ",Children's literature,0.07199858082828038,0.03969113662753188,0.6518237646755259,0.05971385627660969,2047,1128
"Thuvia, Maid of Mars",72.txt,"Thuvia, Maid of Mars",Edgar Rice Burroughs,"July, 1993",Science fantasy,0.05212015037593981,0.05402496240601496,0.6484393984962419,0.000818045112781954,1182,1215
Java Head,9865.txt,Java Head,Joseph Hergesheimer,"February, 2006",World War II,0.07231714011252917,0.06337560038424582,0.7108847262247833,0.0186633868533004,1894,1625
The Black Robe,1587.txt,The Black Robe,Wilkie Collins,"February 21, 2006 ",Mystery novel,0.07710256610248789,0.05095312378129617,0.6579215349816677,0.050412487325481516,3607,2442
Thunder and Lightning,42245-8.txt,Thunder and Lightning,Camille Flammarion,"March 2, 2013  ",Children's literature,0.04681243536711475,0.059830274043433176,0.7061804550155115,-0.023915589451913025,1293,1543
