filename,title,author,release year,pos score,neg score,neu score,comp score
42629-8.txt,The Violoncello and Its History,Wilhelm Joseph von Wasielewski,"May 1, 2013  "
42629.txt,The Violoncello and Its History,Wilhelm Joseph von Wasielewski,"May 1, 2013  "
42632-8.txt,Private letters of Edward Gibbon (1753-1794) Volume 2 (of 2),Edward Gibbon,"May 3, 2013 "
42633-8.txt,"The Strand Magazine, Volume I, Issue 2, February 1891",Various,"May 3, 2013 "
42638.txt,"Encyclopaedia Britannica, 11th Edition, Volume 17, Slice 6",Various,"May 3, 2013 "
42639.txt,The Expositor's Bible:The Book of Numbers,Robert A. Watson,"May 3, 2013 "
4264.txt,The Golden Bowl,Henry James,"July, 2003 "
42647-0.txt,"Old and New Paris, v. 2",Henry Sutherland Edwards,"May 5, 2013 "
42653-8.txt,Full-Back Foster,Ralph Henry Barbour,"May 6, 2013  "
42668-8.txt,Matins,Francis Sherman,"May 08, 2013 "
42691-8.txt,The Joys of Being a Woman,Winifred Kirkland,"May 11, 2013 "
42693-8.txt,"Harper's New Monthly Magazine, No. XXVI, July 1852, Vol. V",Various,"May 11, 2013 "
42709-8.txt,Poisons: Their Effects and Detection,Alexander Wynter Blyth,"May 13, 2013 "
42719-0.txt,A Treatise on Wood Engraving,John Jackson,"May 16, 2013 "
42734-8.txt,"Punch, or the London Charivari, Vol. 108, June 22nd, 1895",Various,"May 18, 2013 "
42736-8.txt,"Encyclopaedia Britannica, 11th Edition, Volume 17, Slice 5",Various,"May 18, 2013 "
4274.txt,Wives and Daughters,Elizabeth Cleghorn Gaskell,"December 26, 2001  "
4275.txt,Ruth,Elizabeth Cleghorn Gaskell,"December 26, 2001  "
42757-8.txt,The Countess of Charny,Alexandre Dumas (pere),"May 21, 2013 "
42758.txt,True Tales of Mountain Adventures,Mrs. Aubrey Le Blond,"May 21, 2013 "
42759.txt,Distributive Justice,John A. (John Augustine) Ryan,"May 21, 2013  "
42760.txt,The Myth in Marriage,Alice Hubbard,"May 21, 2013 "
42761.txt,Fables and Fabulists: Ancient and Modern,Thomas Newbigging,"May 21, 2013 "
42766.txt,"Report of the Committee Appointed to Investigate the Railroad Riots in July, 1877",Various,"May 22, 2013 "
42770-8.txt,"The Story of My Life, volumes 4-6",Augustus J. C. Hare,"May 22, 2013 "
42771-8.txt,Happy House,"Betsey Riddle, Freifrau von Hutten zum Stolzenberg","May 22, 2013  "
42772.txt,It Pays to Smile,Nina Wilcox Putnam,"May 23, 2013 "
42773-8.txt,Talks on the study of literature.,Arlo Bates,"May 23, 2013 "
42802-8.txt,The Riddle of the Mysterious Light,Mary E. Hanshew,"May 25, 2013 "
42804-8.txt,Buff: A Collie and other dog-stories,Albert Payson Terhune,"May 25, 2013 "
42808.txt,"The Works of Hubert Howe Bancroft, Volume 2",Hubert Howe Bancroft,"May 25, 2013 "
42817-0.txt,Lord Randolph Churchill,Winston Spencer Churchill,"May 27, 2013 "
42822-8.txt,Semiramis,Edward Peple,"May 27, 2013 "
42824-8.txt,Scenes and Characters of the Middle Ages,Edward Lewes Cutts,"May 27, 2013  "
42835.txt,Tommy Tregennis,Mary Elizabeth Phillips,"May 29, 2013  "
42837.txt,Aunt Kitty's Tales,Maria J. McIntosh,"May 29, 2013 "
42839-8.txt,Popular Tales,Madame Guizot,"May 29, 2013  "
42841-8.txt,Original Narratives of Early American History,Vaca and Others,"May 29, 2013 "
42843-8.txt,"Life and Correspondence of David Hume, Volume I (of 2)",John Hill Burton,"May 30, 2013 "
42844.txt,"Life and Correspondence of David Hume, Volume II (of 2)",John Hill Burton,"May 30, 2013 "
42854.txt,"Encyclopaedia Britannica, 11th Edition, Volume 17, Slice 4",Various,"June 1, 2013 "
42855.txt,Assassination of Lincoln: a History of the Great Conspiracy,Thomas Mealey Harris,"June 1, 2013  "
42857.txt,"Journals of Dorothy Wordsworth, Vol. II (of 2)",Dorothy Wordsworth,"June 2, 2013 "
42875-0.txt,Wagner as I Knew Him,Ferdinand Christian Wilhelm Praeger,"June 4, 2013 "
42890-0.txt,The Paris Sketch Book of Mr. M. A. Titmarsh: The Irish Sketch Book,William Makepeace Thackeray,"June 7, 2013 "
42902-8.txt,Young Blood,E. W. Hornung,"June 9, 2013 "
42908.txt,Dickensian Inns & Taverns,B. W. (Bertram Waldrom) Matz,"June 10, 2013  "
42919-8.txt,Angel Unawares,C. N. Williamson,"June 12, 2013 "
42943-8.txt,Frank Forester,Herbert Strang,"June 13, 2013 "
42943.txt,Frank Forester,Herbert Strang,"June 13, 2013 "
42956.txt,The Story of the Zulu Campaign,Waller Ashe,"June 15, 2013 "
42968.txt,The Riddle of the Universe at the close of the nineteenth century,Ernst Haeckel,"June 17, 2013 "
42978-8.txt,The Sea Shore,William S. Furneaux,"June 18, 2013 "
42980.txt,"Publications of the Mississippi Historical Society, Volume I (of 14)",Mississippi Historical Society,"June 18, 2013 "
42981-8.txt,The Folk-Tales of the Magyars,Various,"June 18, 2013  "
42981.txt,The Folk-Tales of the Magyars,Various,"June 18, 2013  "
42983.txt,The History of the British Post Office,Joseph Clarence Hemmeon,"June 18, 2013 "
42987-8.txt,Nightmare Planet,Murray Leinster,"June 19, 2013 "
42994.txt,Castes and Tribes of Southern India,Edgar Thurston,"June 21, 2013 "
42996.txt,Castes and Tribes of Southern India,Edgar Thurston,"June 21, 2013 "
42997.txt,Castes and Tribes of Southern India,Edgar Thurston,"June 21, 2013 "
43002-8.txt,The Church of Grasmere,Mary L. Armitt,"June 21, 2013 "
43008-0.txt,Around the Yule Log,Willis Boyd Allen,"June 22, 2013 "
4301.txt,The Nether World,George Gissing,"July, 2003"
43019-8.txt,Love After Marriage; and Other Stories of the Heart,Caroline Lee Hentz,"June 23, 2013 "
4302.txt,Thyrza,George Gissing,"July, 2003"
43040.txt,Consumers and Wage-Earners,J. Elliot Ross,"June 26, 2013 "
43041-8.txt,Double or Nothing,Jack Sharkey,"June 26, 2013 "
43049-0.txt,"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol.",James George Frazer,"June 27, 2013 "
43054.txt,Donald Ross of Heimra (Volume III of 3),William Black,"June 28, 2013 "
43056-0.txt,"History of the Jews, Vol. I (of 6)",Heinrich Graetz,"June 29, 2013 "
43056.txt,"History of the Jews, Vol. I (of 6)",Heinrich Graetz,"June 29, 2013 "
43057-8.txt,"History of the Jews, Vol. II (of 6)",Heinrich Graetz,"June 29, 2013 "
43057.txt,"History of the Jews, Vol. II (of 6)",Heinrich Graetz,"June 29, 2013 "
43058-8.txt,Marie Tarnowska,Annie Vivanti,"June 29, 2013  "
43060-8.txt,"Encyclopaedia Britannica, 11th Edition, Volume 17, Slice 3",Various,"June 29, 2013 "
43063-8.txt,A Case in Camera,Oliver Onions,"June 29, 2013  "
43069-0.txt,The Hundredth Chance,Ethel M. Dell,"June 30, 2013 "
43069.txt,The Hundredth Chance,Ethel M. Dell,"June 30, 2013 "
43070-0.txt,Archæology and the Bible,George A. Barton,"July 1, 2013 "
43081-8.txt,On the Road to Bagdad,F. S. Brereton,"July 2, 2013 "
43081.txt,On the Road to Bagdad,F. S. Brereton,"July 2, 2013 "
43083.txt,A Young Man's Year,Anthony Hope,"July 3, 2013 "
43084-8.txt,A Widow's Tale and Other Stories,Mrs. (Margaret) Oliphant,"July 3, 2013  "
43084.txt,A Widow's Tale and Other Stories,Mrs. (Margaret) Oliphant,"July 3, 2013  "
43090.txt,How to Stuff Birds and Animals,Aaron A. Warford,"July 3, 2013 "
43097.txt,"Chaucer's Works, Volume 6 (of 7) --  Introduction, Glossary, and Indexes",Geoffrey Chaucer,"July 5, 2013 "
43103-8.txt,"'The System,' as uncovered by the San Francisco Graft Prosecution",Franklin Hichborn,"July 6, 2013 "
43109.txt,The Third Miss St Quentin,Mrs Molesworth,"July 6, 2013 "
43120.txt,Dumps - A Plain Girl,L.T. Meade,"July 7, 2013 "
43121.txt,Amethyst,Christabel R. Coleridge,"July 7, 2013 "
43122.txt,Silverthorns,Mrs Molesworth,"July 7, 2013 "
43123.txt,"The Works of Hubert Howe Bancroft, Volume 3",Hubert Howe Bancroft,"July 7, 2013 "
4315.txt,The Life of Sir Richard Burton,Thomas Wright,"August, 2003  "
4316.txt,The Romance of the Colorado River,Frederick S. Dellenbaugh,"August, 2003  "
43167-8.txt,How to Know the Ferns,Frances Theodora Parsons,"July 9, 2013 "
43197.txt,The Golden Boys and Their New Electric Cell,L. P. Wyman,"July 12, 2013 "
43208.txt,Music in the History of the Western Church,Edward Dickinson,"July 13, 2013 "
43223-8.txt,"The World's Best Poetry, Volume IX: Of Tragedy: of Humour",Various,"July 15, 2013 "
43241.txt,The Adventures of Francois,S. Weir Mitchell,"July 17, 2013 "
43242-8.txt,A Madeira Party,S. Weir Mitchell,"July 17, 2013 "
43254.txt,"Encyclopaedia Britannica, 11th Edition, Volume 17, Slice 2",Various,"July 20, 2013 "
43255-0.txt,Domesday Book and Beyond,Frederic William Maitland,"July 19, 2013  "
43268.txt,Secrets of the Andes,James H. Foster,"July 20, 2013  "
43269.txt,The Forest of Mystery,James H. Foster,"July 21, 2013  "
43271-0.txt,"The Works of Alexander Pope, Volume 2 (of 10)",Alexander Pope,"July 20, 2013 "
43278.txt,Cakes & Ale,Edward Spencer,"July 22, 2013 "
4328.txt,"Two Expeditions into the Interior of Southern Australia, Volume I",Charles Sturt,"August, 2003"
43280-8.txt,Jean Baptiste,J. E. Le Rossignol,"July 22, 2013 "
43281.txt,"Cripps, the Carrier",R. D. (Richard Doddridge) Blackmore,"July 22, 2013  "
43283.txt,"The Correspondence of Madame, Princess Palatine, Mother of the Regent; of Marie-Ad�la�de de Savoie, Duchesse de Bourgogne; and of Madame de Maintenon, in Relation to Saint-Cyr","Charlotte-Elisabeth, duchesse d� Orl�ans; Marie Adelaide, of","July 23, 2013  "
43286-8.txt,The Criminal Prosecution and Capital Punishment of Animals,Edmund P. Evans,"July 23, 2013 "
43286.txt,The Criminal Prosecution and Capital Punishment of Animals,Edmund P. Evans,"July 23, 2013 "
4329.txt,"Two Expeditions in the Interior of Southern Australia, Volume II",Charles Sturt,"August, 2003"
43301-8.txt,Wizard Will,Prentiss Ingraham,"July 26, 2013 "
43325-8.txt,Her Benny,Silas Kitto Hocking,"July 27, 2013 "
43327-8.txt,Rodin: The Man and his Art,Judith Cladel,"July 27, 2013 "
43331.txt,The Domestic Life of Thomas Jefferson Compiled From Family Letters and Reminiscences,Sarah N. Randolph,"July 27, 2013 "
43334.txt,Jack Hardy,Herbert Strang,"July 27, 2013 "
43337-0.txt,"History of the Jews, Vol. III (of 6)",Heinrich Graetz,"July 28, 2013 "
43337.txt,"History of the Jews, Vol. III (of 6)",Heinrich Graetz,"July 28, 2013 "
43340-8.txt,The Fair God,Lew Wallace,"July 28, 2013 "
43340.txt,The Fair God,Lew Wallace,"July 28, 2013 "
43354-0.txt,"Blackwood's Edinburgh Magazine, Vol. 67, No. 416, June 1850",Various,"July 30, 2013 "
43395-0.txt,The Washer of the Ford,Fiona Macleod,"August 3, 2013 "
43397-0.txt,The Comic English Grammar,Unknown,"August 4, 2013 "
43411-8.txt,"Life Of Mozart, Vol. 1 (of 3)",Otto Jahn,"August 7, 2013 "
43412-8.txt,"Life Of Mozart, Vol. 2 (of 3)",Otto Jahn,"August 7, 2013 "
43413-8.txt,"Life Of Mozart, Vol. 3 (of 3)",Otto Jahn,"August 7, 2013 "
43435-8.txt,Shakespeare as a Dramatic Artist,Richard G. Moulton,"August 10, 2013 "
43437-8.txt,Memoirs of Miss Sidney Biddulph,Frances Sheridan,"August 10, 2013 "
43445.txt,White Heather (Volume II of 3),William Black,"August 11, 2013 "
43446.txt,White Heather (Volume III of 3),William Black,"August 11, 2013 "
43450.txt,The Settler,Herman Whitaker,"September 14, 2013 "
43451.txt,The Discovery and Conquest of the Molucco and Philippine Islands.,Bartholomew Leonardo de Argensola,"August 12, 2013 "
43452.txt,The Master of Game,"Second Duke of York, Edward","August 12, 2013 "
43453.txt,A Pickle For The Knowing Ones,Lord Timothy Dexter,"August 12, 2013 "
43454-8.txt,Peeps at many lands: Sweden,William Liddle,"August 12, 2013 "
43456-8.txt,Intimate China,Mrs. Archibald Little,"August 13, 2013 "
43457.txt,The Popular Story of Blue Beard,Charles Perrault,"August 13, 2013 "
43463-0.txt,A Prairie-Schooner Princess,Mary Katherine Maule,"August 13, 2013 "
43470-8.txt,The Sinn Fein rebellion As I Saw It.,Mrs. Hamilton Norway,"August 15, 2013 "
43472-8.txt,English Poor Law Policy,Sidney Webb,"August 15, 2013 "
43487-0.txt,The Depot for Prisoners of War at Norman Cross Huntingdonshire,Thomas James Walker,"August 16, 2013  "
43491.txt,An Introduction to the Study of the Maya Hieroglyphs,Sylvanus Griswold Morley,"August 17, 2013 "
43492.txt,The Five Knots,Fred M. White,"August 17, 2013 "
43515-8.txt,Visual Signaling,Signal Corps United States Army,"August 20, 2013 "
43517-8.txt,Bell's Cathedrals: The Church of St. Martin Canterbury,C. F. Routledge,"August 20, 2013 "
43519.txt,Commentary on the Maya Manuscript in the Royal Public Library of Dresden,Ernst F�rstemann,"August 20, 2013 "
43524.txt,"The Catholic World, Vol. X, October 1869",Various,"August 21, 2013 "
43525.txt,Mediaeval London,William Benham,"August 21, 2013 "
43527.txt,The Quest,Justus Miles Forman,"August 21, 2013 "
43531-8.txt,The Vegetable Garden,Anonymous,"August 22, 2013 "
43550-8.txt,The Bible Of Bibles;,Kersey Graves,"August 24, 2013 "
43552-8.txt,Wanderings in Patagonia,Julius Beerbohm,"August 24, 2013  "
43572-8.txt,A Commentary to Kant's 'Critique of Pure Reason',Norman Kemp Smith,"August 27, 2013 "
43578-0.txt,An Introduction to Entomology: Vol. III (of 4),William Kirby,"August 27, 2013 "
43579.txt,An Introduction to Entomology: Vol. IV (of 4),William Kirby,"August 27, 2013 "
43589-8.txt,"The Life of Isaac Ingalls Stevens, Volume I (of 2)",Hazard Stevens,"August 30, 2013  "
43590-8.txt,"The Life of Isaac Ingalls Stevens, Volume II (of 2)",Hazard Stevens,"August 31, 2013  "
43590.txt,"The Life of Isaac Ingalls Stevens, Volume II (of 2)",Hazard Stevens,"August 31, 2013  "
43592-8.txt,"The Life of Ludwig van Beethoven, Volume II (of 3)",Alexander Wheelock Thayer,"August 29, 2013 "
43593.txt,"The Life of Ludwig van Beethoven, Volume III (of 3)",Alexander Wheelock Thayer,"August 29, 2013 "
43605-0.txt,"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol.",James George Frazer,"August 30, 2013 "
43614-8.txt,The Valleys of Tirol,R. H. Busk,"August 31, 2013 "
43616-8.txt,The Quaint Companions,Leonard Merrick,"September 1, 2013 "
43629-8.txt,Strange Stories from a Chinese Studio (Volumes I and II),Songling Pu,"September 3, 2013 "
43630.txt,Pagan Origin of Partialist Doctrines,John Claudius Pitrat,"September 3, 2013  "
43633.txt,The Royal Life Guard,Alexander Dumas (pere),"September 3, 2013 "
43640-0.txt,Lost in the Wilds,Eleanor Stredder,"September 03, 2013 "
43647.txt,"Female Warriors, Vol. II (of 2)",Ellen C. Clayton,"September 5, 2013 "
43650.txt,Bach,Charles Francis Abdy Williams,"September 5, 2013  "
43651-8.txt,Irish Witchcraft and Demonology,St. John D. (St. John Drelincourt) Seymour,"September 5, 2013  "
43655-0.txt,"In Darkest Africa, Vol. 2; or, The quest, rescue and retreat of Emin, governor of Equatoria",Henry Morton Stanley,"September 9, 2013 "
43655-8.txt,"In Darkest Africa, Vol. 2; or, The quest, rescue and retreat of Emin, governor of Equatoria",Henry Morton Stanley,"September 9, 2013 "
43655.txt,"In Darkest Africa, Vol. 2; or, The quest, rescue and retreat of Emin, governor of Equatoria",Henry Morton Stanley,"September 9, 2013 "
43656.txt,"The Works of Samuel Johnson, LL.D., in Nine Volumes, Volume the Second",Samuel Johnson,"September 6, 2013  "
43669.txt,Narrative of the Voyages and Services of the Nemesis from 1840 to 1843,William Hutcheon Hall,"September 8, 2013 "
43671-8.txt,"A History of Epidemics in Britain, Volume II (of 2)",Charles Creighton,"September 8, 2013  "
43678.txt,"Anne of Geierstein, Volume I (of 2)",Sir Walter Scott,"September 9, 2013  "
43685.txt,The Literature and History of New Testament Times,J. Gresham (John Gresham) Machen,"September 10, 2013  "
43691-8.txt,The History of the Catnach Press,Charles Hindley,"September 10, 2013 "
43693-8.txt,"Summary Narrative of an Exploratory Expedition to the Sources of the Mississippi River, in 1820",Henry Rowe Schoolcraft,"September 11, 2013  "
43719.txt,Life's Basis and Life's Ideal,Rudolf Eucken,"September 14, 2013 "
43727.txt,His Majesty Baby and Some Common People,Ian MacLaren,"September 15, 2013 "
43731.txt,Bud,Neil Munro,"September 15, 2013 "
43732.txt,The Shoes of Fortune,Neil Munro,"September 15, 2013 "
43735.txt,The Oxford Reformers,Frederic Seebohm,"September 15, 2013 "
43736-8.txt,Fourteenth Century Verse & Prose,Various,"September 15, 2013 "
43751-8.txt,"Early Western Travels 1748-1846, Volume XIV",Edwin James,"September 16, 2013  "
43773-8.txt,Shifting Sands,Sara Ware Bassett,"September 20, 2013 "
43775-8.txt,"The Expeditions of Zebulon Montgomery Pike, Volume II (of 3)",Elliott Coues,"September 21, 2013 "
43795-8.txt,Sketches of Central Asia (1868),Arminius V�mb�ry,"September 22, 2013 "
43800.txt,A Christian Directory (Part 2 of 4),Richard Baxter,"September 25, 2013 "
43806-8.txt,Sarah Dillard's Ride,James Otis,"September 23, 2013 "
43813-0.txt,Myths and Dreams,Edward Clodd,"September 26, 2013 "
43820-8.txt,Men of the Old Stone Age,Henry Fairfield Osborn,"September 27, 2013 "
43828-0.txt,"White Wings, Volume I",William Black,"September 27, 2013 "
43843-8.txt,"Lafayette, We Come!",Rupert S. Holland,"September 29, 2013 "
43863.txt,Child Life in Colonial Days,Alice Morse Earle,"October 1, 2013 "
43867-8.txt,Farm Engines and How to Run Them,James H. Stephenson,"October 2, 2013 "
43869-0.txt,"Introduction to the Literature of Europe in the Fifteenth, Sixteenth, and Seventeenth Centuries, Vol. 2",Henry Hallam,"October 2, 2013 "
43870.txt,"The American Missionary -- Volume 39, No. 11, November, 1885",Various,"October 2, 2013 "
43872.txt,Billy Whiskers' Travels,F. G. Wheeler,"October 02, 2013 "
43874.txt,Chats on Angling,H. V. Hart-Davis,"October 3, 2013 "
43880-8.txt,The Mediaeval Mind (Volume I of II),Henry Osborn Taylor,"October 4, 2013 "
43881-8.txt,The Mediaeval Mind (Volume II of II),Henry Osborn Taylor,"October 4, 2013 "
43888.txt,The Blue-Grass Region of Kentucky,James Lane Allen,"October 5, 2013 "
43896-0.txt,Church and Nation,William Temple,"October 05, 2013 "
43900-8.txt,"History of the Jews, Vol. IV (of VI)",Heinrich Graetz,"October 6, 2013 "
43907.txt,Betty Gordon at Bramble Farm,Alice B. Emerson,"October 8, 2013 "
43917.txt,The Motor Rangers Through the Sierras,Marvin West,"October 9, 2013 "
43922-8.txt,Original Photographs Taken on the Battlefields during the Civil War of the United States,Mathew B. Brady,"October 10, 2013 "
43928.txt,The British Woodlice,Wilfred Mark Webb,"November 1, 2013 "
43929.txt,The Collector,Henry T. Tuckerman,"October 11, 2013 "
43937-0.txt,Finding the Lost Treasure,Helen M. Persons,"October 12, 2013 "
43945-8.txt,A Treatise Upon the Law of Copyright in the United Kingdom and,E. J. MacGillivray,"October 13, 2013 "
43946-8.txt,The Sea-beach at Ebb-tide,Augusta Foote Arnold,"October 13, 2013 "
43963-8.txt,The Principles of Stratigraphical Geology,J. E. Marr,"October 16, 2013 "
43967-8.txt,A Christian Directory (Part 4 of 4),Richard Baxter,"October 17, 2013 "
43985-8.txt,Domitia,Sabine Baring-Gould,"October 20, 2013 "
44000.txt,The Origin of Vertebrates,Walter Holbrook Gaskell,"November 13, 2013 "
44001-8.txt,Warren Commission (1 of 26): Hearings Vol. I (of 15),The President's Commission on the Assassination of President Kennedy,"October 22, 2013 "
44002.txt,Warren Commission (2 of 26): Hearings Vol. II (of 15),The President's Commission on the Assassination of President Kennedy,"October 19, 2013 "
44003-8.txt,Warren Commission (3 of 26): Hearings Vol. III (of 15),The President's Commission on the Assassination of President Kennedy,"October 19, 2013 "
44004-8.txt,Warren Commission (4 of 26): Hearings Vol. IV (of 15),The President's Commission on the Assassination of President Kennedy,"October 19, 2013 "
44005-8.txt,Warren Commission (5 of 26): Hearings Vol. V (of 15),The President's Commission on the Assassination of President Kennedy,"October 20, 2013 "
44006-8.txt,Warren Commission (6 of 26): Hearings Vol. VI (of 15),The President's Commission on the Assassination of President Kennedy,"October 20, 2013 "
44007-8.txt,Warren Commission (7 of 26): Hearings Vol. VII (of 15),The President's Commission on the Assassination of President Kennedy,"October 20, 2013 "
44021-8.txt,Feudal England -- Historical Studies On The Eleventh And Twelfth Centuries,J.H. Round,"October 25, 2013 "
44028-0.txt,The Every Day Book of History and Chronology,Joel Munsell,"October 24, 2013  "
44043-8.txt,The Truth about Opium,William H. Brereton,"October 26, 2013 "
44044-8.txt,London Souvenirs,Charles William Heckethorn,"October 26, 2013 "
44050-0.txt,"The Works of John Dryden, now first collected in Eighteen Volumes, Volume 11",John Dryden,"October 27, 2013 "
44060.txt,The Mystery of Carlitos,Helen Randolph,"October 31, 2013 "
44062.txt,The Crystal Ball,Roy J. Snell,"October 29, 2013 "
44063.txt,The Making of Species,Douglas Dewar,"October 29, 2013 "
44064-8.txt,"An Apology for the Life of Mr. Colley Cibber, Volume I (of 2)",Colley Cibber,"October 29, 2013  "
44072.txt,The Seat of Empire,Charles Carleton Coffin,"October 30, 2013 "
44075-0.txt,"Embassy to the Eastern Courts of Cochin-China, Siam, and Muscat",Edmund Roberts,"October 30, 2013 "
44075.txt,"Embassy to the Eastern Courts of Cochin-China, Siam, and Muscat",Edmund Roberts,"October 30, 2013 "
44076-0.txt,Autumn Impressions of the Gironde,Isabel Giberne Sieveking,"October 30, 2013 "
44082-8.txt,"The History of Modern Painting, Volume 3 (of 4)",Richard Muther,"October 31, 2013 "
44101-8.txt,The Holy Roman Empire,James Bryce,"November 4, 2013 "
44101.txt,The Holy Roman Empire,James Bryce,"November 4, 2013 "
44103.txt,The Expositor's Bible: The Book of Daniel,F. W. Farrar,"November 4, 2013 "
44104-8.txt,"The Works of Hubert Howe Bancroft, Volume IV",Hubert Howe Bancroft,"November 4, 2013  "
44104.txt,"The Works of Hubert Howe Bancroft, Volume IV",Hubert Howe Bancroft,"November 4, 2013  "
44114.txt,A Jay of Italy,Bernard Capes,"November 05, 2013 "
44121-8.txt,History of Scotland,Margaret Macarthur,"November 7, 2013 "
44129.txt,Fair Haven and Foul Strand,August Strindberg,"November 8, 2013 "
44138-8.txt,Elements of Folk Psychology,Wilhelm Wundt,"November 8, 2013  "
44138.txt,Elements of Folk Psychology,Wilhelm Wundt,"November 8, 2013  "
44140-8.txt,George Whitefield,Joseph Belcher,"November 9, 2013 "
44175.txt,Nautical Charts,G. R. Putnam,"November 13, 2013 "
44179-8.txt,"Punch, or The London Charivari, Vol. 148, February 17th 1915",Owen Seaman,"November 14, 2013 "
44186-8.txt,Trees Every Child Should Know,Julia Ellen Rogers,"November 15, 2013 "
44189.txt,Florida: Past and present,Samuel Curtis Upham,"November 15, 2013 "
44195-0.txt,Flower o’ the Peach,Perceval Gibbon,"November 16, 2013 "
44202-8.txt,The Red Cross in Peace and War,Clara Barton,"November 17, 2013 "
44215.txt,The Book of Camp-Lore and Woodcraft,Dan Beard,"November 18, 2013 "
44224-8.txt,Old Judge Priest,Irvin S. Cobb,"November 18, 2013 "
44245-8.txt,Historic Oddities,Sabine Baring-Gould,"November 21, 2013 "
44247-8.txt,Anne of Geierstein,Walter Scott,"November 21, 2013 "
44261.txt,History of the Pirates Who Infested the China Sea From 1807 to 1810,Various,"November 23, 2013 "
44262.txt,The Spanish Brothers,Deborah Alcock,"November 23, 2013 "
44263.txt,500 of the Best Cockney War Stories,Various,"November 23, 2013 "
44292-0.txt,The Bruce,John Barbour,"November 27, 2013 "
44303.txt,A Chambermaid's Diary,Octave Mirbeau,"November 28, 2013 "
44304.txt,"The Deserter, and Other Stories",Harold Frederic,"November 28, 2013 "
44306-8.txt,A Noble Queen (Volume I of 3),Philip Meadows Taylor,"November 28, 2013 "
44312.txt,The Remarkable History of the Hudson's Bay Company,George Bryce,"November 30, 2013 "
44315.txt,"Plutarch's Lives, Volume IV",Aubrey Stewart,"November 30, 2013 "
44316.txt,Kobo,Herbert Strang,"November 30, 2013 "
44317.txt,The Bungalow Boys North of Fifty-Three,Dexter J. Forrester,"November 30, 2013 "
44322-8.txt,A Bird of Passage and Other Stories,Beatrice Harraden,"November 30, 2013 "
44324-8.txt,The Flying Death,Samuel Hopkins Adams,"December 1, 2013 "
44329.txt,"Modern Painters, Volume V (of 5)",John Ruskin,"December 1, 2013 "
44343-8.txt,"The Journal of Negro History, Volume 8, 1923",Various,"December 3, 2013 "
44343.txt,"The Journal of Negro History, Volume 8, 1923",Various,"December 3, 2013 "
44345-8.txt,"Wonderful Development of Peter the Great's Pet Projects, according to His Last Will and Testament.",W. Gannon,"December 4, 2013 "
44410-8.txt,"Constitutional History of England, volume 3 of 3",Henry Hallam,"December 11, 2013 "
44414-8.txt,The Mormon Prophet and His Harem,C.V. Waite,"December 12, 2013 "
44416-8.txt,A Collection of Essays and Fugitiv Writings,Noah Webster,"December 13, 2013  "
44418-0.txt,Italian Days and Ways,Anne Hollingsworth Wharton,"December 13, 2013  "
44428-8.txt,The Days of Chivalry,Ernest Louis Victor Jules L'Epine,"December 14, 2013 "
44432-8.txt,"Four Hundred Humorous Illustrations, Vol 2 (of 2)",George Cruikshank,"December 15, 2013 "
44448-8.txt,The Queen of the Savannah,Gustave Aimard,"December 16, 2013  "
44451-8.txt,A Company of Tanks,W. H. L. Watson,"December 17, 2013 "
44459-0.txt,Lee and Longstreet at High Tide,Helen D. Longstreet,"December 18, 2013 "
44459.txt,Lee and Longstreet at High Tide,Helen D. Longstreet,"December 18, 2013 "
44464.txt,"Under One Sceptre, or Mortimer's Mission",Emily Sarah Holt,"December 18, 2013 "
44470.txt,Trooper 3809,Lionel Decle,"December 20, 2013 "
44471.txt,Life Aboard a British Privateer in the Time of Queen Anne,Robert C. Leslie,"December 20, 2013 "
44491-8.txt,"Blackwood's Edinburgh Magazine, Vol. 70, No. 434, December, 1851",Various,"December 24, 2013 "
44493-8.txt,"History of Civilization in England,  Vol. 1 of 3",Henry Thomas Buckle,"December 28, 2013 "
44495-8.txt,"History of Civilization in England, Vol. 3 of 3",Henry Thomas Buckle,"December 28, 2013 "
44498.txt,"The Wreck of the Grosvenor, Volume 2 of 3",William Clark Russell,"December 24, 2013 "
44503.txt,The Ocean Wireless Boys on the Pacific,Wilbur Lawton,"December 24, 2013 "
44526.txt,"Report on the Radiolaria Collected by H.M.S. Challenger During the Years 1873-1876, Second Part: Subclass Osculosa; Index",Ernst Haeckel,"December 28, 2013  "
44534-8.txt,A Trip to Mars,Fenton Ash,"December 28, 2013 "
44538.txt,Armour in England,J. Starkie Gardner,"December 29, 2013 "
44555-8.txt,Systematic Theology (Volume 2 of 3),Augustus Hopkins Strong,"December 31, 2013 "
44562-0.txt,"A Dictionary of Arts, Manufactures and Mines",Andrew Ure,"January 1, 2014 "
44566-0.txt,A History of Caricature and Grotesque,Thomas Wright,"January 2, 2014 "
44573-8.txt,The Entail,John Galt,"January 3, 2014  "
44573.txt,The Entail,John Galt,"January 3, 2014  "
44586-0.txt,Diplomatic Days,Edith O'Shaughnessy,"January 4, 2014 "
4460.txt,"Beauchamp's Career, Complete",George Meredith,"October 13, 2006 "
44608-8.txt,The Babur-nama in English,"Babur, Emperor of Hindustan","January 7, 2014  "
44619-0.txt,The Expositor's Bible: The Second Book of Samuel,W. G. Blaikie,"January 7, 2014 "
